track_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence
5NkHEvfKh8dOe8D2hCBl2p,0.685,0.909,0.0568,1.43e-05,0.0719,0.057,0.643
7ALT7GdBvEkUHQ75rdDxGX,0.164,0.985,0.0769,0.000356,0.0139,0.345,0.0312
7aefUMacpQOkLJLAMCjbCI,0.232,0.734,0.0373,5.97e-05,0.533,0.118,0.714
54y46KeXHc2a9KLEDALKQ2,0.814,0.771,0.185,0.0159,0.0029,0.338,0.821
2z7uvzZBXIW5vy1KWIcf7H,0.596,0.689,0.0409,0.756,0.0,0.545,0.902
1bspDLAXNjbSmqThncJaA3,0.631,0.569,0.0438,0.728,0.0,0.27,0.874
6AryHqc9cPZ14Aunbk8ZBw,0.536,0.979,0.0881,0.341,6.07e-05,0.0835,0.22
3GyDOD74sUjRACdCMm7OqS,0.533,0.418,0.0421,0.0652,0.0414,0.0912,0.262
5Wu5OEKxm5RLC3ZnaPVcWc,0.55,0.988,0.0404,0.176,0.00481,0.11,0.976
2Ma9yj4BibiFsVzKl3s1VR,0.618,0.75,0.062,3.31e-05,0.945,0.266,0.242
1y70WO9Cg5Hys3tj9ehvls,0.362,0.113,0.0348,0.628,0.0,0.068,0.198
1CMiSJKIt6kgOtqxYnIphc,0.674,0.46,0.0284,0.0104,1.03e-05,0.0745,0.266
1SBuYdJK3a3NU55nGomgAe,0.608,0.835,0.0282,0.24,0.0,0.3,0.68
4oaU0fMSg3n9kqOwmLPVhH,0.376,0.939,0.0572,0.00704,0.0,0.116,0.815
7tCt1AuiT5RCg1GFrtCDu2,0.334,0.47,0.0322,0.941,0.967,0.127,0.623
6rHDMFYZMwHeQZ6084qFHq,0.796,0.35,0.044,0.851,0.00684,0.124,0.793
4kMTTP73Xg6fuczRWyMyuY,0.39,0.486,0.032,0.0362,0.0,0.953,0.247
20gAOYKYQ7aFRVRg6LvrLW,0.769,0.554,0.0684,0.348,0.000542,0.106,0.598
4ITRt76qklFW2lSImnVacB,0.548,0.603,0.215,0.142,0.0,0.0658,0.746
0gaZi6J3Pk7FG7GNMHsK5o,0.21,0.236,0.0278,0.86,0.00182,0.713,0.196
4MPm1bsUsZCyJpmAbwPa6H,0.483,0.222,0.0501,0.713,1.52e-05,0.705,0.164
3DGv7g1poqft9DSaVRk6O2,0.695,0.884,0.172,0.106,0.0,0.134,0.803
0nIjKK835Ieei04A0wHlkr,0.762,0.566,0.0543,0.158,0.744,0.0889,0.178
3AfK9TjO6NaeOCJtN7RpFq,0.782,0.859,0.0603,0.037,0.909,0.108,0.225
5XhE0o2mWyd597AVl5a8ry,0.528,0.615,0.0365,0.221,0.0,0.197,0.624
3vQHFMc0nkCeEay4BT4tMz,0.427,0.998,0.232,0.000429,0.0805,0.563,0.587
1B25hjZsKY4Ad5hB1c7oqc,0.435,0.95,0.107,0.0567,0.151,0.31,0.235
0F4IKZU7I3tWXyJIlqhtqU,0.538,0.333,0.0298,0.714,0.000766,0.146,0.275
2JK2XwhCns1EnC4zT3falc,0.87,0.636,0.0974,0.00697,0.00232,0.2,0.726
1uKcGwRRnPUrCPOoNt4Od2,0.632,0.832,0.156,0.048,0.0,0.0705,0.783
4n8V86KJjcmIla9RHm19Eh,0.644,0.903,0.154,0.505,0.0,0.0291,0.8
0eEJrthp6PcMd33xs2NLrc,0.586,0.889,0.0488,1.35e-05,0.607,0.0715,0.837
0qZw82sJY8aIiT1aGyNCKt,0.197,0.932,0.0811,1.41e-05,0.937,0.349,0.734
5aVJvsNip24FJ35wNgwojS,0.498,0.879,0.188,0.259,1.16e-05,0.373,0.529
5SRrwyXYwNscEbt3rt8sLm,0.897,0.761,0.0826,0.0795,0.0,0.0926,0.815
20vEB3It4xYzKHlMecu6X1,0.199,0.133,0.0379,0.914,0.868,0.278,0.0388
4Rky2kXlLKa0LEyqbFuyoH,0.578,0.584,0.0482,0.319,0.0,0.543,0.834
2cfhFcqpEoM65MNc5cVZse,0.64,0.416,0.0265,0.435,8.82e-06,0.123,0.343
7DdYDHW8wX2EVrAI348nFj,0.455,0.934,0.0516,0.00311,0.939,0.109,0.0393
10ZzDXNhc56QQfMDF9loIS,0.547,0.855,0.248,0.0505,0.308,0.236,0.202
7zbBGmOT8yi0Uy27F8yo6X,0.515,0.879,0.0596,6.79e-05,0.673,0.134,0.106
5aaXqH8rgKZxg61HjECldi,0.262,0.224,0.0463,0.0545,0.95,0.118,0.0388
7gLFQlSwyIBGkDigMCT0ew,0.467,0.411,0.0272,0.9,0.0,0.249,0.653
1eSmVO3UxWPfle5XCFzzDf,0.82,0.386,0.0511,0.234,0.00236,0.107,0.969
5UKy4BTSoR68J5HusB8vgp,0.571,0.955,0.06,0.000102,0.606,0.591,0.236
1dbVOLNIhvNFg6OxwcefEj,0.605,0.798,0.373,0.375,2.54e-05,0.0612,0.942
7AHKnQ6XB5l7GL4pTJWLZn,0.895,0.467,0.199,0.178,0.0,0.0802,0.742
3rFrusePhu0Uzf9XhTRtAV,0.546,0.815,0.0311,0.118,2.78e-06,0.148,0.542
5jVJAojK3LFKETjI2gYb8O,0.581,0.801,0.0306,0.00424,0.00171,0.0326,0.692
1I2MEjnS9c4OPMnKWbIuYs,0.647,0.723,0.0491,0.00503,0.0,0.176,0.443
2nS17YzdZFG4r2xfWVyVee,0.646,0.664,0.122,0.133,0.0,0.306,0.796
755bvJDSA3LNcNuFgBT9LK,0.334,0.828,0.0985,0.00312,0.0043,0.0949,0.515
7mq6753542WZViD1wJ64Eo,0.74,0.708,0.0554,0.0213,0.913,0.127,0.0716
4R2LyMD5WcEzV2p3Vfr4gL,0.563,0.98,0.107,0.232,7.37e-06,0.186,0.704
5W6JPtcMVsiHvFg9f9Oy5S,0.779,0.631,0.0635,0.279,0.000143,0.228,0.596
1GWj0kEPta1YMy5TIkqjRj,0.242,0.958,0.108,0.0049,1.95e-05,0.17,0.473
0p6WOW7ZYiyBmeRgFFxUAZ,0.408,0.589,0.0697,0.506,0.828,0.0792,0.42
4LSmyBPIS2d9vGjsI9omRn,0.445,0.868,0.0452,0.134,0.612,0.111,0.544
0jjdDN5G3DujDV46I3F9nR,0.759,0.486,0.0329,0.0195,0.975,0.102,0.302
55F8bO2fpwlUyFa4AFPJQa,0.706,0.253,0.0355,0.941,0.921,0.123,0.382
1u4GsNYG4PPfV8cvxaxC4t,0.625,0.924,0.033,0.00176,1.03e-06,0.0582,0.51
0R7EWhquaAICmyE5MZqt3q,0.566,0.733,0.0699,0.083,1.55e-06,0.362,0.636
16PU73LgqfTxxwqTmSp6Ch,0.778,0.243,0.0596,0.64,0.00204,0.0823,0.714
7ELBrwTEtkllr2xyxS8QNO,0.57,0.0696,0.0504,0.888,0.0,0.11,0.182
6rej3WIk26EZsVnfYPROyc,0.764,0.394,0.175,0.332,0.0,0.108,0.351
0VwERp10RMQKntyxnXPuC1,0.618,0.789,0.13,0.615,0.0,0.24,0.529
5cYYs1vCd0G69632Cs8pmB,0.666,0.737,0.0353,0.418,0.0,0.0429,0.624
1FTInStxJsbzQp75jrsxsI,0.407,0.53,0.0324,0.0686,0.0,0.0568,0.219
12uJkzLFhVMYq0zPaBWWMy,0.66,0.926,0.0418,0.022,0.00315,0.841,0.734
6ohXK9Y4ioab0VjQp20rYa,0.531,0.523,0.918,0.88,0.0,0.928,0.283
1v8NfOckFEnck9gp7iyetm,0.756,0.538,0.0485,0.654,0.0,0.172,0.516
6LABUfTDRKb5QGZNgWrDq0,0.573,0.652,0.0331,0.00261,0.00304,0.139,0.624
5FV18rZ70X4uosT8UfIJ8E,0.416,0.842,0.0381,0.000452,0.00541,0.0851,0.842
04J03yanQCmSuigan5Y0cM,0.63,0.897,0.206,0.0483,6.77e-06,0.0944,0.625
453IofwHpiHCwwFnbkZn0a,0.686,0.685,0.0364,0.0107,0.0,0.209,0.719
4tkzj544tGv4DwYfqflzw8,0.796,0.468,0.0597,0.00113,0.884,0.0884,0.124
7sKW6bnKbWDNA1u87bB00m,0.197,0.247,0.0443,0.945,0.000143,0.695,0.0922
7plI8XMJN3vIlPpSQAeIuR,0.449,0.848,0.0669,0.0152,0.0,0.882,0.643
5XS0I9pJA1ei8gE2cuQixt,0.754,0.562,0.0614,0.0739,1.82e-06,0.0758,0.673
75PRxVF10tp2Szd2mdHyFq,0.522,0.857,0.0308,0.000157,9.58e-05,0.354,0.538
3GmXP6TAvaYUxSrBDB5814,0.744,0.524,0.04,0.394,0.799,0.0626,0.776
4BcrWCZPXuoGU0SnAsJW1s,0.333,0.232,0.0366,0.785,0.000548,0.252,0.398
2rZ96iBHXE82GIeXOwblNe,0.701,0.311,0.132,0.644,0.928,0.0809,0.0624
6endw4nLxoj0f4stya0GFx,0.27,0.0809,0.0381,0.481,0.77,0.0992,0.133
08GOw3NsrJ0LsCCeyqzt3b,0.283,0.417,0.0404,0.835,0.0,0.102,0.373
27XMmSWSOXJ7eVb40tH93T,0.835,0.381,0.342,0.757,4.59e-06,0.121,0.31
3Q1DprZauQyNo8KGlY8brZ,0.558,0.579,0.0272,0.00331,0.916,0.0935,0.487
31Z2eycsna5U9usbUFcGme,0.454,0.356,0.0356,0.771,0.0,0.174,0.544
2iIWLRa3tulxcElwg8Y4s8,0.609,0.601,0.0927,0.633,0.0,0.127,0.732
5oAgI7Pzg6vxuKrfapg3Pi,0.381,0.712,0.0355,0.000408,0.589,0.183,0.0378
6jLc6r3WEjJP7bV7v0HWbv,0.746,0.667,0.0692,0.279,0.0,0.229,0.88
4pbcWPWlVftf3uSTDE3NQD,0.704,0.566,0.346,0.258,0.0,0.0564,0.323
4j28aUdmXd85ZbVI2yFB46,0.643,0.21,0.0441,0.944,0.346,0.679,0.0751
76JWrb06MR9QfWKpp1F282,0.662,0.763,0.0698,0.0155,0.0,0.223,0.836
5I9sHwLDX28tLtzVgKLtpr,0.366,0.391,0.0425,0.854,0.0,0.352,0.461
3dh3AymGwdwrbE9AGGkSed,0.474,0.924,0.0419,0.00228,0.69,0.309,0.201
4l4mSq8IKgCMz0q9KFZ7tK,0.48,0.52,0.0268,0.208,0.000374,0.0788,0.511
4aEUs82PGJ80JirGsesQoU,0.631,0.494,0.0344,0.768,0.0,0.107,0.817
21YxK0klhpfLW8budkJaMF,0.383,0.97,0.0435,0.0276,0.0,0.0942,0.62
7kC7z3rvsUEHjVI2AuQ60U,0.913,0.871,0.198,0.407,0.0,0.13,0.763
5ZQUoZUqQ1D7QiSOmtQCoI,0.579,0.768,0.0508,0.0996,0.00182,0.283,0.302
7bCbMckKLGY2ZPopMbWc2W,0.605,0.497,0.0319,0.727,3.95e-05,0.102,0.72
2IXJyG1DX93g2EhFXghz37,0.303,0.00338,0.0493,0.909,0.89,0.116,0.347
6OZJl8isy4GWno1vilu9fr,0.652,0.616,0.453,0.293,0.0,0.141,0.332
6lpXgMWfUxqHOUITLtHdHj,0.446,0.946,0.057,0.00351,0.419,0.457,0.028
4nCL6rn9Wu2VdGM287dmrz,0.598,0.59,0.214,0.435,0.0,0.0997,0.213
6BlLBH67HrKOsFyGTzI9Yi,0.719,0.828,0.0364,0.0935,0.152,0.149,0.96
4SM1z0Y8dq0qQcM7MPrUP2,0.42,0.486,0.0285,0.544,0.0,0.138,0.223
4xWXehhXrboBrvxXAqbAyi,0.731,0.256,0.0371,0.88,2.09e-06,0.126,0.809
1MshbXeUt8iB4guGXQaU9h,0.508,0.857,0.0996,0.0426,0.0135,0.0738,0.531
1noVFMjvEf8ESzeK3DzJmV,0.543,0.44,0.223,0.261,0.0,0.119,0.342
5kLAcA8AEzTN5kmVJ5mPXP,0.61,0.706,0.0476,0.0196,0.808,0.153,0.0825
1QZfhqwTaGWzAubdHXU8WS,0.601,0.0847,0.0327,0.991,0.898,0.109,0.114
0PnaAl5ukgEfjSZqxppQBZ,0.516,0.975,0.0605,0.000238,0.959,0.119,0.578
5CNH1fectMnNkRmq6hMmIN,0.58,0.839,0.0372,0.00873,0.666,0.103,0.276
2ZqzELrxZZyeTPSR7GZBH4,0.626,0.525,0.0338,0.675,0.0,0.0645,0.45
25PnjwrXCZFgSSZGZ4blPm,0.706,0.91,0.0464,0.0395,0.0,0.127,0.741
5KDhQJZTlsGmZ5vd0q3Zes,0.588,0.887,0.0488,0.107,0.0,0.313,0.935
1VdRB7TUTWuRR7MaaAsiRX,0.917,0.62,0.22,0.311,2.59e-06,0.104,0.701
0JAv8Ou0r9Q84lbrM1bQed,0.688,0.886,0.0488,0.0968,6.72e-05,0.123,0.823
7GDd5maZp10kjA82B9QICj,0.679,0.998,0.196,0.0649,0.0,0.968,0.722
2XMGcpqxIfY1Q6j85wlC43,0.754,0.456,0.0284,0.585,0.0,0.181,0.943
6eyfbWystfPPnQzZTU6YLx,0.488,0.693,0.028,0.673,8.99e-05,0.267,0.832
5x2rkqWGCMB9R6vJE8iW4P,0.797,0.952,0.0468,0.00531,0.828,0.0619,0.824
2BHwWqwuwcC5Zk6dpThXph,0.624,0.296,0.0585,0.93,0.108,0.128,0.854
6ZfPmIbwzz6fopTNwAJTPs,0.376,0.967,0.166,0.000248,2.64e-06,0.0575,0.226
0mvd1e01EQ5DuOELeypHKf,0.322,0.462,0.0411,0.263,0.0,0.115,0.421
121gtK1ltxmuyntxaPQ0H5,0.531,0.921,0.0804,0.00179,8.05e-06,0.141,0.187
1lOJetNqXyO7cBqmtZTgkT,0.381,0.724,0.0471,0.0507,0.0015,0.374,0.149
5SnatgsCSbX8tQ3WVX9Rhe,0.523,0.394,0.0592,0.892,0.749,0.101,0.681
63srbS231H7POG0P719yRi,0.679,0.84,0.0777,0.0789,0.0137,0.0928,0.533
5UkM8D1WUBLvnXGRwt2lXI,0.661,0.703,0.039,0.404,3.35e-05,0.21,0.433
7MYVzRqFoLXnOKc1Ls7pzE,0.735,0.916,0.0511,0.0476,2.4e-06,0.397,0.914
3IBoPIzNR8NhllqeWQV3ML,0.716,0.859,0.0374,0.114,2.6e-05,0.0826,0.832
75TwXjTXXVOYVh0IeHYLVV,0.524,0.636,0.034,0.782,0.0535,0.0662,0.827
7HPM13Xek5XoRWxRzHfvkB,0.612,0.78,0.0814,0.0781,0.0,0.0593,0.554
3yZueO8TUXxGNettYqIRKw,0.561,0.364,0.0286,0.812,8.94e-06,0.268,0.233
3PVxFrXLdtISm3MSyfkWUk,0.421,0.907,0.0476,0.0167,6.55e-05,0.198,0.668
4Qpb3o0wbzqXUnAU4GcPTP,0.704,0.175,0.032,0.966,0.54,0.0744,0.398
0CQq9NEFcGNi3FMxpMKwj4,0.636,0.105,0.0358,0.923,0.933,0.1,0.396
0tjHAK7MZ91hhtCI8C7FHq,0.746,0.649,0.0327,0.587,1.23e-05,0.134,0.654
2Gtp87IUoYtDVdBqHMC9Dc,0.405,0.984,0.089,2.69e-05,1.9e-05,0.152,0.242
44nystFwzeMZ2DR3FTjQAE,0.573,0.898,0.0412,0.0131,0.000771,0.289,0.415
0t2oboWGs6tFw28AZBRz8b,0.596,0.168,0.0361,0.962,0.857,0.157,0.292
6V37HbGkTESO25ksBhRIxf,0.274,0.792,0.0663,0.0657,0.0,0.681,0.212
6HhUjrmvdxYJdigpk9ssOL,0.633,0.702,0.0448,0.267,0.0,0.103,0.603
0Qhyg7uDZhJsmhUVz7KSmU,0.17,0.763,0.0545,2.13e-06,0.897,0.297,0.161
4IhpTG2Kdtw6naxkkWoPer,0.383,0.689,0.0526,0.682,0.0,0.727,0.563
5XQsefd9Nx8v6whZY2BJL7,0.375,0.988,0.195,3.02e-05,0.00127,0.283,0.528
40hwj1erQh41sUVOhpn6QA,0.69,0.39,0.0349,0.679,0.0,0.1,0.645
4hL09Lfpu8yCjO6ijqIgvQ,0.509,0.843,0.429,0.56,0.0,0.168,0.593
4csz6h4Sf8ELul6oeagP42,0.861,0.723,0.264,0.0116,0.000666,0.152,0.7
1YQB4QlNPD73GYPNuRRcyk,0.64,0.905,0.039,0.0387,0.0,0.284,0.663
5QGrw5lm70YiK49vumFXAp,0.531,0.888,0.0478,0.000313,0.0647,0.0432,0.38
00OOn0q7Zudq4VHJYkLbUJ,0.455,0.626,0.0884,0.879,0.0,0.401,0.723
73Hr4csCklwB8P6LhkV5UN,0.482,0.663,0.0545,0.685,0.0,0.461,0.684
0iP3AAzdzUG3g8iuFcW4bZ,0.329,0.835,0.175,0.0154,0.019,0.131,0.188
66Enc7TQFuLfGo29Tv9MOC,0.47,0.796,0.028,0.000171,0.238,0.264,0.426
1b5qdsOkBg9R0S12ng3Ees,0.743,0.495,0.048,0.0309,0.0,0.252,0.396
5br09BQU134gRX5M6HMnmr,0.715,0.744,0.0487,0.233,0.000159,0.122,0.746
52mdbM1tueoC8UnYvZ9uTX,0.389,0.305,0.0252,0.223,0.0,0.12,0.263
7nBtvMaR4GTorkIlNlvN59,0.541,0.753,0.0511,0.0677,0.0,0.108,0.572
3H36x7buZdQD4687VmFrwY,0.296,0.206,0.0412,0.782,0.000225,0.0959,0.202
7hbhmhoXKwrRMbXZ194lS1,0.755,0.8,0.25,0.1,0.0,0.158,0.357
6jD9BgDo4f1WonqR7xnayH,0.712,0.604,0.0854,0.375,0.0,0.0534,0.874
66bK78V5FvJcxdLncAwZ8Q,0.172,0.371,0.033,0.904,0.921,0.107,0.101
3ZlJymoYg8vq3y9Czi9SRs,0.719,0.194,0.043,0.749,1.07e-06,0.0794,0.758
2i84vfr3fIZUMAp61JZfKf,0.77,0.482,0.026,0.729,0.00983,0.0725,0.707
3Y3uR7Fd2yVBLHmgsqmZnS,0.149,0.938,0.154,1.24e-05,0.824,0.0584,0.601
64LlUDPPEtSF1FYGVGbtfb,0.804,0.931,0.0533,0.262,0.24,0.5,0.826
7JycS8KTsWmGkEKV2qQckL,0.568,0.735,0.0522,0.762,0.000682,0.718,0.539
6oFkHW4OjGo9KhRvGRvKqa,0.568,0.239,0.0266,0.922,0.728,0.112,0.0893
7DziNGtI6RxDbuqO1Flayd,0.297,0.0915,0.0325,0.94,6.85e-06,0.32,0.201
4fvKb62BImh0LwEgm7v9Pk,0.646,0.056,0.0539,0.97,0.000187,0.105,0.675
4QdSvekzs4vRYhxO2y8BLI,0.506,0.576,0.032,0.517,3.74e-06,0.185,0.205
7j1WLY4GfFuUYCw5CTugiE,0.807,0.844,0.0544,0.0678,0.0,0.11,0.436
5XncjKwqHBnBsp8akjJdAn,0.718,0.861,0.0355,0.197,0.000561,0.205,0.594
3L6EOy5OG9JetMXAbEJQu9,0.614,0.903,0.0515,0.265,0.000178,0.835,0.653
6aAltOrbXFf1Ap9p74JyNG,0.626,0.552,0.0375,0.271,0.871,0.112,0.19
3JsLg8mtMCWmbxlvf7l768,0.837,0.755,0.0378,0.348,0.0,0.102,0.762
167tSOQ14srFQdDIv2xG6U,0.654,0.587,0.0439,0.0546,0.51,0.136,0.426
6rxmVLXeBMbAWOzx6bq51q,0.732,0.825,0.0594,0.00387,0.824,0.097,0.331
6BH5Trrr2s7i31GkjqB6dO,0.401,0.933,0.112,0.000157,0.000401,0.215,0.484
1xyOgPlnIZmnijaMf71aEq,0.697,0.336,0.0424,0.598,0.00528,0.107,0.31
6vaNJjyWP2sEPebcTpVsqL,0.857,0.369,0.109,0.618,1.45e-06,0.106,0.615
5ofHoV0ywhsZUOArK1Oa1h,0.696,0.934,0.267,0.0129,0.0,0.153,0.472
1TwbzKMxFBExaDEUWqQ832,0.436,0.869,0.0615,0.0542,0.0,0.0979,0.0383
6qtamS74Gf0mZBc3BFla0w,0.521,0.727,0.0287,0.00139,0.0,0.209,0.307
3CsYuAe0Oi7t9w1jxWfHob,0.54,0.407,0.0295,0.476,0.0,0.094,0.614
5PNJXjGx8PAFooqCRuTUIv,0.552,0.491,0.312,0.0789,0.0,0.0471,0.765
6meH4I9A4WZtD3z8hnQKqr,0.644,0.325,0.036,0.869,0.0511,0.11,0.367
12aorxTsA3NlwJd7wDiOi3,0.318,0.835,0.0712,0.0045,0.0,0.35,0.266
02ycRVNBbemnDaq2gRVghN,0.472,0.673,0.0807,0.437,0.0,0.228,0.924
0HfHtjS9S9q4DGVC3uIIRB,0.31,0.999,0.343,0.000102,0.945,0.148,0.0333
2NhZwkqJdcVTJhf8HND5WS,0.605,0.984,0.0943,0.0118,9.8e-06,0.0731,0.901
07T0no1kAzs6PghXEK7VLG,0.38,0.947,0.0858,1.55e-05,0.891,0.333,0.166
1Gqa68jG8OUsQg4DaWRH5m,0.442,0.746,0.0335,0.0074,0.0,0.0996,0.415
3MNFiVcKOPlcvXcx9EHdpE,0.622,0.524,0.0282,0.693,0.00263,0.094,0.733
3LK452TFyApuFN9jjg3THO,0.642,0.655,0.0489,0.0268,0.0,0.112,0.156
7cuRgdYlesmnGmVaZwhkda,0.639,0.907,0.0837,0.00419,0.00535,0.366,0.468
2ky4rCjx6nHWif4YbkLdyJ,0.479,0.811,0.0662,0.661,0.0,0.95,0.715
4M3RrZ3vL9nopiHsPHpsCy,0.522,0.988,0.135,0.000441,0.0283,0.0712,0.551
3DZY5a6fouVDlGOvTCz5z7,0.726,0.76,0.0465,0.00247,2.01e-05,0.301,0.487
5bhDDKyI5PBu5HvhcmE4Rd,0.638,0.891,0.925,0.87,0.0,0.651,0.209
0FXEr1tdiBcLsnLSG8ol2l,0.868,0.634,0.212,0.0493,0.000383,0.085,0.352
0cJZU0Ej4Fmu5V4BPPtS6i,0.566,0.772,0.271,0.0782,3.57e-05,0.123,0.392
5FTkkXzay4muIam94XQwPT,0.269,0.729,0.0419,0.000237,0.865,0.176,0.117
0ndzVIqnahvsvjihtlOsHx,0.393,0.0717,0.0591,0.995,0.856,0.0863,0.358
0fb9z2qXJ1t7kxYiqIawXt,0.423,0.159,0.054,0.977,3.31e-05,0.0917,0.197
2xM5sYHiXYo2baYbC3tiC2,0.569,0.836,0.0296,4.69e-05,0.0862,0.1,0.655
3y4T7XgcoHbBlObA4vwc8L,0.59,0.538,0.0749,0.47,0.216,0.0781,0.606
6WNI9ZetcgXFiISYuJAy6O,0.402,0.882,0.0446,6.14e-05,0.213,0.273,0.408
6aWiGv6hPG0o3ri7QHNs8t,0.557,0.889,0.0499,0.00012,0.000225,0.325,0.173
1CpLV85mVNUsE4kVH8oOty,0.0,0.612,0.0,0.139,0.975,0.461,0.0
1p0WZg4NXoNVGj2AuoLJe7,0.479,0.902,0.0439,0.0593,0.0,0.394,0.748
0S4pvLFrMWI3kXCAVu5mL1,0.655,0.907,0.158,0.258,0.0,0.964,0.77
6i8z0tElGO6Ye3Bk7nW496,0.576,0.505,0.0392,0.753,0.199,0.151,0.57
7N267HKpnzJzqToo5KcaoF,0.644,0.635,0.0453,0.0646,1.33e-05,0.251,0.29
0sqfRywxJMsf3xYayI2LvF,0.721,0.438,0.0924,0.959,0.459,0.0702,0.644
5XTdgvMiVHNSzzFrKAXU91,0.555,0.486,0.0324,0.79,0.0,0.256,0.836
6z0ew3OzU9K4f03uveweNl,0.553,0.794,0.0266,0.0279,0.00589,0.116,0.698
4kHMIktiFnafGWwXcm5F6k,0.643,0.745,0.0619,0.0449,0.0,0.0916,0.461
7mmt2LjSev3UEGIGbff5wC,0.845,0.934,0.0491,0.0976,0.0,0.306,0.967
1Ln5FqyL4bSv0IqESlK7Gf,0.58,0.325,0.0293,0.903,0.01,0.17,0.622
7Hy7Wt77IHShFeJNi8aKtm,0.757,0.795,0.0938,0.461,0.0,0.226,0.962
4eaynYNbGdL9F90LGLcUsU,0.81,0.704,0.205,0.211,2.44e-06,0.371,0.42
6Q61fFluuW64lgbMb60MUD,0.381,0.317,0.0693,0.956,0.0,0.343,0.535
67PY8HBV98iVLodNXhBk8V,0.404,0.397,0.0371,0.848,0.725,0.156,0.69
0JHCHm1HO082DEnvPQVUKj,0.514,0.763,0.0339,0.00121,0.0635,0.104,0.482
6zcKml6Wm7YlcgxZnrMx5y,0.716,0.752,0.0781,0.0569,0.0,0.211,0.776
4xWzDlOYUJSzJda21R27G6,0.865,0.573,0.0678,0.0863,0.0,0.305,0.563
6MBd36jfsCeMwlTZrj3ar7,0.664,0.624,0.056,0.309,2.2e-05,0.103,0.469
1pzSpQh9yZ8z8S09FNhjA8,0.719,0.827,0.0333,0.0939,0.126,0.203,0.161
1I0uC6uLpAd1qUljbn4vf2,0.45,0.806,0.13,0.585,0.0,0.1,0.43
4yDFEglGw2yP0jvrqCTgfM,0.585,0.462,0.0274,0.227,0.936,0.185,0.189
3RFKqSwoBcvI8PO6YwhHN4,0.813,0.547,0.134,0.000736,0.853,0.103,0.452
37BCKBUkpORwt0sTLxXRNm,0.405,0.928,0.0622,2.29e-05,0.933,0.508,0.0952
74Ujz05mt5FVRn2DFKWAHB,0.364,0.514,0.032,0.593,0.0,0.19,0.136
4FkW6poWtIXkOr1yHVAE2u,0.68,0.385,0.279,0.477,0.0,0.0813,0.609
2rU0PsrFGV1H9MtPmW8W8w,0.76,0.816,0.0343,0.0395,0.0,0.176,0.933
4UJmPSJsBsIR1U0N79BU1g,0.541,0.618,0.179,0.277,4.02e-05,0.413,0.68
67f8E7U41Dcm9VJY71Kl2I,0.432,0.259,0.0396,0.954,0.0331,0.202,0.208
7HSTk9g361HtPdMhXNSMty,0.187,0.127,0.0431,0.981,0.00928,0.138,0.1
4cukkgbgG9P9PKouQ462aV,0.696,0.559,0.13,0.0867,0.369,0.101,0.316
3kbaZC3FZTecvlSR67Sr19,0.619,0.564,0.0293,0.872,0.926,0.16,0.787
0EO1Vz2i2yVjxHE08viezx,0.754,0.865,0.223,0.0586,0.0,0.0785,0.651
0DtyeblfXiEXYKooMRghzR,0.614,0.717,0.0288,0.000106,0.0176,0.136,0.634
2p2T6RVGmOQC4VNgbTik7i,0.624,0.918,0.0539,0.0407,0.0,0.364,0.919
1Q2VVCIdCDaxxk6Y1S6qxU,0.647,0.372,0.0371,0.164,1.15e-06,0.347,0.435
5ezpe0WxjrTXSp82nJDnsM,0.59,0.402,0.0241,0.514,0.00176,0.332,0.243
175CWROB4zYMQrq4LpG6FT,0.598,0.775,0.0402,0.184,0.0,0.21,0.941
4gHnSNHs8RyVukKoWdS99f,0.427,0.201,0.0317,0.745,0.263,0.109,0.0668
4GDoTz8ymVxzu1QHk7uLEp,0.491,0.64,0.0317,0.139,0.000259,0.0938,0.118
6fFFWdezWrLTXli7Uly4HJ,0.124,0.493,0.0347,0.773,0.00232,0.161,0.188
6Lug1sWzQOhfySNlsmDNkI,0.823,0.521,0.0361,0.73,0.823,0.119,0.431
0GESAR8MnPxo4kM7GWuCuG,0.524,0.863,0.0479,0.00196,0.751,0.13,0.112
2y0odeTeYsxWvYQ5rYANu0,0.774,0.548,0.0337,0.145,0.469,0.231,0.563
0SSFVYTZD4Hge0kUhSPEVQ,0.589,0.398,0.943,0.793,0.0,0.937,0.607
7lVAn5bfk0IivFpUO663TZ,0.498,0.564,0.132,0.554,0.0,0.109,0.54
5aAjcWycNzzlnnwRB8z0zL,0.733,0.58,0.0302,0.299,0.0,0.0982,0.314
5gIvHjymgQ8X3qyAgH5Udl,0.348,0.183,0.0414,0.72,0.0198,0.138,0.0898
57bTxs05DR2K5RUVhdMR0b,0.702,0.556,0.106,0.202,1.4e-06,0.123,0.81
5l7LdqIGDXXybjAVAKhFPJ,0.851,0.747,0.0302,0.098,0.000223,0.137,0.959
0e4GvjoTx0Qo7J78eiFaIS,0.314,0.378,0.0339,0.722,0.0,0.0333,0.243
5MnAi6ZF7cE8pAz7wYr9Ta,0.716,0.64,0.025,0.565,0.00139,0.127,0.485
049SQ7EJTypWBZFhqBDuhC,0.236,0.962,0.128,3.59e-06,0.0486,0.507,0.42
1i7JnFAxC15AuF1dsosbYM,0.644,0.412,0.0307,0.796,0.127,0.0906,0.206
0yWYIK5nQMffvW4jmewjjk,0.241,0.017,0.0432,0.993,0.883,0.0548,0.0875
