track_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence
7v0An99Wk7wYijqYsPXSFw,0.785,0.869,0.0636,0.174,0.0,0.166,0.755
5oIA5ABEthClfbrtlyGjUU,0.432,0.655,0.942,0.664,0.0,0.965,0.08
3hUaTzMdGgb1HFxgsG0VoK,0.836,0.728,0.234,0.00569,0.000854,0.0649,0.598
6yvANotr5Vy1D1vxLsjZzC,0.693,0.547,0.235,0.137,2.83e-06,0.088,0.603
63brgJhrcNFW8ncUhM1mhG,0.508,0.103,0.0293,0.918,0.618,0.108,0.196
0cEgQ9BNWCdNjInzhHa80k,0.549,0.493,0.0269,0.761,1.05e-06,0.0999,0.175
1l3sMzBRc8dgpKzj2wm368,0.469,0.934,0.141,5.63e-05,0.000202,0.104,0.296
16uXRCvEKCwATSpmzq5rqE,0.726,0.896,0.0851,0.0148,0.942,0.0514,0.272
1p7XK6eR8AUUp30TJaH9e5,0.478,0.722,0.043,0.0188,0.0,0.395,0.344
68iMdxXn1timrxURm9dR8C,0.506,0.481,0.0264,0.482,0.0,0.2,0.224
3qcf5Us0CCKW4XPjIUx1Pr,0.497,0.353,0.108,0.125,0.0,0.0785,0.169
47sAz9iWuaU61jk24rgVwb,0.579,0.729,0.0524,0.541,0.0198,0.058,0.963
7ahVLlRTVPqfbXdD5qjLRo,0.776,0.622,0.122,0.155,0.0,0.22,0.728
01G9YLJyrzCVn1mp60mWuM,0.739,0.756,0.538,0.0193,5.33e-06,0.0769,0.48
0VZAhuEaRQbBUOpYJU9I0Y,0.316,0.858,0.0613,2.43e-06,0.675,0.138,0.306
3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0.0377,0.211,6.92e-06,0.325,0.412
1KDwTjiPiUxjwBZ2ERdiRR,0.6,0.358,0.745,0.772,2.61e-05,0.359,0.688
7GcZiTsWevwY7IWTepcTiX,0.598,0.96,0.0507,0.0391,0.000116,0.0716,0.484
3pdRzJHE1RtP62sY7rad67,0.571,0.156,0.1,0.987,0.000172,0.306,0.556
3d7C9CxR92ECjhu4WLFuig,0.508,0.934,0.0504,9.31e-05,0.959,0.124,0.698
5TORlzrrvDGBMAM10QsiSy,0.431,0.583,0.0448,0.0142,0.416,0.159,0.139
7KRqUYQCU51iFx0gmI9Luc,0.81,0.84,0.0442,0.00551,8.98e-05,0.0459,0.77
6wpa7wxXfnzuzh21DdEGXC,0.352,0.546,0.0384,0.71,0.0,0.105,0.274
6455q2sm0znfcevxSCzMMW,0.68,0.616,0.0321,0.00541,0.0,0.136,0.374
648sjoR2ga0PXixXttyqzJ,0.568,0.727,0.0542,0.0343,0.0,0.197,0.797
71x2VMu2qnMgeORgTZVqIT,0.496,0.637,0.0247,0.00295,0.000964,0.12,0.364
0AdoWBdFJUL5ejRBGFAAwq,0.684,0.216,0.0577,0.905,0.000112,0.122,0.26
5cWSpmTfItDuppACMrE3I9,0.133,0.339,0.0339,0.854,0.0422,0.101,0.0291
1E9dwbizzW4BTzWyqfX3F0,0.613,0.134,0.0449,0.808,0.0,0.11,0.436
2F79HavLHwJlfvvJOkkIQD,0.592,0.499,0.0375,0.0536,4.52e-05,0.113,0.346
32yHd903J5GbnZasbvvRRX,0.248,0.196,0.066,0.96,2.25e-06,0.14,0.159
0FcugfDDQLytPUHZemedU5,0.742,0.757,0.0333,0.232,0.0,0.16,0.614
7q5n3GOK0ckWY1udaSNFXt,0.292,0.709,0.0303,0.00292,0.0267,0.102,0.452
4y7VqeIlakC0MLyi9XxTYu,0.621,0.762,0.0408,0.141,0.0,0.502,0.858
58VEPMPowIVTIL3t3Vjel7,0.773,0.941,0.0834,0.0949,0.0103,0.0916,0.863
5ufg2o33urFZ1AQfTxwNZO,0.576,0.465,0.0353,0.643,5.5e-06,0.336,0.305
5YdnOm5990Kfq1Jodws98B,0.616,0.841,0.076,0.0559,0.00217,0.417,0.714
3cT3YJhfH9MnRlytndC7hM,0.721,0.716,0.128,0.375,0.0,0.178,0.945
2hReXQtxmJVC1e68rvpAFY,0.685,0.699,0.0349,0.317,0.0,0.0895,0.884
52azPQfTvTNPnXlokpRisV,0.738,0.0987,0.199,0.429,0.815,0.0843,0.481
3VwqOoZ8iCQkLij5RhnPE0,0.692,0.445,0.952,0.772,0.0,0.901,0.58
5VXtnp3xwgVPFH8foRHZtJ,0.13,0.286,0.0383,0.96,0.322,0.326,0.104
5gev1cjS7Y3QrOG4ls2nFi,0.792,0.527,0.0861,0.0202,1.18e-06,0.305,0.657
3gJbCMoDT9rUmPS1GPd6kn,0.585,0.271,0.0413,0.744,0.00137,0.168,0.438
1v8Ik5yAWTGYDA28gcFAbj,0.495,0.472,0.0309,0.434,0.0,0.62,0.485
3bC5OWxckQeSNk9aWfIBjT,0.568,0.412,0.0286,0.435,1.09e-06,0.103,0.328
1NapyvR1Oh8zoU3lAnjJKx,0.626,0.96,0.029,0.00994,5.35e-06,0.311,0.915
54rgh6P4Ab6HchnWl7GC4w,0.346,0.998,0.194,0.00121,0.0512,0.17,0.0651
2bAnADWypUKlPGRLGxxonJ,0.874,0.88,0.0741,0.018,0.0244,0.216,0.966
5hRHZvANw3Pm2k4NR7oGbK,0.332,0.452,0.0319,0.505,3.27e-06,0.133,0.333
6pIGsAMQdYZHDXskOUwNyy,0.684,0.491,0.0361,0.71,0.0,0.144,0.4
0CatzXH85XWyBqqdB6qPMB,0.857,0.7,0.074,0.0411,0.0,0.0334,0.773
2fZFQe9qyQx1AX7tZ3Uztl,0.439,0.92,0.107,0.00655,0.00291,0.351,0.533
2eWFxHnEFuRudme41Er4ef,0.205,0.443,0.0326,0.985,0.0463,0.103,0.269
4ZLBsGtnKLrZgDQEGLDPkH,0.688,0.749,0.0369,0.00241,0.834,0.11,0.143
27WqFiOFm2u1hax2ksdyqK,0.32,0.732,0.0666,0.371,0.622,0.2,0.458
0dLh6jkNSm0HnmEdjXghIA,0.483,0.219,0.0482,0.972,0.0,0.116,0.641
62hWYjPL57rbUd5rhvI3Of,0.647,0.92,0.041,0.046,0.0058,0.357,0.242
0Da8Vz22RjY2diPW8Bd7Uv,0.724,0.886,0.128,0.669,0.0,0.436,0.87
4tewc9qvcbRaqD2Q4cU1wb,0.508,0.706,0.0475,0.15,0.0,0.376,0.479
31xv37vtT5vBaUobDofU1T,0.685,0.837,0.051,0.209,0.00453,0.143,0.964
6Srqbvc1Bu92gUu1l8eB9w,0.721,0.304,0.471,0.958,0.0,0.0911,0.722
3xmYT6XDkqMpQCA8hHdKip,0.732,0.433,0.302,0.716,0.0,0.107,0.695
2bCjaF7cRm53Wdq9RtkYJu,0.601,0.591,0.0337,0.0188,0.0766,0.126,0.37
26j7wEHsCfDQvd8PCDRKO2,0.158,0.128,0.0458,0.97,1.07e-05,0.114,0.125
5mzEUs7MNr7aC4Q9gmiaSQ,0.591,0.576,0.131,0.568,0.0,0.0734,0.663
5v1TJu6PLaBGPQj66NK2Et,0.682,0.641,0.0384,0.564,0.0,0.224,0.824
3AhXZa8sUQht0UEdBJgpGc,0.482,0.721,0.0321,0.731,0.0,0.189,0.557
0PtcAocxleRXX4HCK9dblL,0.551,0.982,0.139,9.38e-06,0.877,0.19,0.175
692WzQOVroAAR4yq6ZPHgC,0.113,0.271,0.0348,0.289,0.929,0.105,0.0469
5OGpsZeJRZ3t3MZioawcZW,0.492,0.145,0.0422,0.872,9.68e-06,0.107,0.218
5hXuLtstJptYmLodghFa8V,0.49,0.828,0.0379,0.0265,0.0,0.149,0.31
4F1kPmFSwgGjzVTplcCb5c,0.448,0.606,0.0609,0.577,0.0,0.217,0.483
40OGOFVzaNknTuacH6PCxv,0.581,0.942,0.0472,0.002,0.0,0.328,0.412
2SiL41C5cHNbMkH5jDdYYp,0.705,0.963,0.0348,0.119,0.0,0.289,0.949
7wYi5jb7kaQ4IEoSZP91Su,0.257,0.217,0.0279,0.636,5.92e-06,0.268,0.203
2VVWWwQ3FiWnmbukTb6Kd3,0.421,0.107,0.0335,0.948,0.0,0.0881,0.118
1bBO92RtVTlJlfxuVaLek8,0.797,0.609,0.131,0.00375,0.0191,0.128,0.913
2NbtMJweKtUYATihNeenqg,0.554,0.809,0.0378,0.524,0.0,0.25,0.588
6RYHGsmhxeZ5694zS1zDF6,0.387,0.786,0.0436,0.0195,0.0,0.123,0.462
2kZDfMUJYaA64FvAVc7mZ6,0.484,0.647,0.0383,0.777,0.91,0.0544,0.961
4dvRowqJbGcM9LtMnTWYf2,0.663,0.642,0.0343,0.835,0.101,0.11,0.102
5zT5cMnMKoyruPj13TQXGx,0.567,0.303,0.0351,0.862,0.00563,0.104,0.252
3KkWKQk2Km56lOk5rrNrbf,0.723,0.826,0.0392,0.0769,0.00322,0.0449,0.971
3GUWE1v3DRka0dygt6dE1d,0.574,0.939,0.0437,0.0366,0.0,0.305,0.553
4AZqhWHFLMJ5O05vxodOIC,0.572,0.12,0.0319,0.903,0.877,0.104,0.237
10MSS0TZ2izKrMTdITLVnk,0.143,0.326,0.0743,0.989,0.982,0.11,0.039
47tnvWm6X4SopmU3KCGl22,0.329,0.515,0.0431,0.196,3.13e-06,0.0512,0.961
2TKYYJSJCYTn8BiSl66WY1,0.604,0.741,0.0475,0.178,3.49e-05,0.409,0.473
6s0NHplywwr1IjnQpUpWJk,0.459,0.727,0.0303,0.00614,0.0652,0.384,0.955
7quFUf8mR7wUxeJip0awxn,0.231,0.636,0.0339,0.00402,0.0,0.0504,0.244
0YogiL31adtjX8LqPJp3a7,0.834,0.685,0.0855,0.00945,0.845,0.0975,0.535
6kTk6AOcnPguvs1nQ4vUWZ,0.529,0.621,0.0296,0.13,0.0,0.173,0.617
1grvqYbhgqJxwdzeY1vgSb,0.441,0.796,0.0431,0.0167,2.52e-06,0.166,0.696
10k9teyEyRep55WEzxz5oc,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55
3k69fIM6VxdXoJrUymMIqB,0.439,0.196,0.0601,0.88,0.0,0.0513,0.525
5W7YROOF6bFfBexY81LFjt,0.267,0.204,0.0317,0.527,0.0,0.0924,0.0903
4doxKRgGXvYxIMBcFVQ1X6,0.503,0.582,0.0253,0.472,0.0,0.103,0.326
2Tq6BARINibFGlYZyY5Gg3,0.861,0.821,0.143,0.00943,0.00608,0.18,0.961
1SH5MqcOHv9LOavHb84jSQ,0.305,0.902,0.096,3.74e-05,0.0119,0.185,0.248
2zhPy8zbBf53XgTtkEbnbO,0.714,0.131,0.0556,0.975,0.904,0.354,0.685
5qXK6Tfrw2dVzb5uM992wP,0.309,0.00917,0.0444,0.992,0.941,0.0933,0.679
56FjTokFXI8OJIkVeP7yGA,0.865,0.573,0.0678,0.0863,0.0,0.305,0.563
6iycYNyYgphDgTsKfwpqhr,0.219,0.771,0.0544,0.115,0.0,0.113,0.272
7MmCarJEbTVQwboStD8nCg,0.908,0.635,0.228,0.0112,0.531,0.365,0.717
3pr0y5h4MkBngy6gyozLDV,0.871,0.379,0.0752,0.0858,0.141,0.0689,0.491
0MemW1DmggDpHBGH4GgiaS,0.637,0.756,0.0314,0.0382,0.0,0.0508,0.334
7F5xiwp2xK6gwJjQdiZoXu,0.504,0.421,0.0587,0.802,1.31e-05,0.201,0.579
7gvlNhL2tdEtBalfm1gyzj,0.715,0.207,0.0336,0.912,0.0,0.13,0.247
3pAlKMwng8S0zlKL71glZD,0.486,0.611,0.0407,0.0485,0.893,0.109,0.0457
6DhA5fIiQC1Khfll9twCze,0.748,0.655,0.303,0.0767,0.0,0.113,0.349
5TRkKnKjI5I3Yy5ow2Fhmd,0.503,0.459,0.0357,0.726,0.0353,0.101,0.378
6Nle9TZIVyfO5cvPWQInkW,0.433,0.429,0.0332,0.592,4.94e-05,0.106,0.255
1XhMDkExXkwO1C3oJtcEwB,0.631,0.569,0.0438,0.728,0.0,0.27,0.874
2oi26hzvmT9mbOGMBoEWtG,0.939,0.367,0.0609,0.682,1.17e-05,0.0754,0.985
2MlMI8EvmLlWYXVcdfSAxs,0.46,0.898,0.0412,0.0112,0.00108,0.649,0.746
75FtEfhCTDmu97mAEqLdYc,0.697,0.667,0.0527,0.0278,0.0,0.361,0.787
2IQB5iBapo0Y37Yc0PtIZc,0.651,0.76,0.054,0.351,0.0,0.151,0.673
5kWlR2bbOe56XLsRJ5EHlE,0.688,0.585,0.0309,0.00445,1.53e-06,0.0492,0.841
6Aejb6WKPeP0dYwrE9aSJY,0.252,0.302,0.0289,0.708,0.0,0.11,0.131
1C64MJBqmR3kl32px5BX3r,0.719,0.948,0.0613,0.0024,0.226,0.0875,0.19
5qyq1H5OPMlfuvZQ1wQNo7,0.634,0.677,0.0448,0.318,0.0,0.0902,0.939
4YukH0BeXhJmcCmz2BBRke,0.0,0.000257,0.0,0.977,0.949,0.0995,0.0
2bpZXHIBksZowrsrEExapt,0.628,0.683,0.0467,0.246,0.0,0.176,0.462
1DyIW6o93oTfsRgh8oEQSM,0.494,0.668,0.068,0.78,0.0,0.746,0.687
6tsY8wp6UjWemKFoAVVCXB,0.516,0.442,0.0535,0.797,0.0,0.139,0.72
6fWPfWp91MNApspbIyQG8F,0.536,0.905,0.0412,0.000478,0.00101,0.356,0.453
1ujjP3ypiB2yT3sheWsykN,0.469,0.452,0.0367,0.851,1.43e-05,0.348,0.516
6SxDyZv0icnCfTS9WBaa4j,0.88,0.74,0.244,0.0966,0.0,0.158,0.858
1eXPI2LjXp9qFch9MElnIW,0.626,0.686,0.229,0.0292,0.0,0.235,0.662
1fyoUmAZLx9tLmXA99Uxs4,0.385,0.0453,0.0325,0.981,0.913,0.11,0.207
48i1p3R9l9f7zjcHPJysZZ,0.339,0.00572,0.0378,0.986,0.923,0.103,0.0616
6AGOKlMZWLCaEJGnaROtF9,0.399,0.491,0.0538,0.0563,0.00089,0.11,0.151
6I8xeWgugabF4V6fGevdm8,0.551,0.927,0.884,0.784,0.0,0.825,0.234
4I9ZXdyjmVdq2bwJn0ScGc,0.596,0.959,0.0382,0.00121,0.628,0.062,0.883
0hnUdyxN1I87cwHunLCCgR,0.565,0.979,0.0692,0.000251,3.83e-06,0.937,0.508
3kBV8olpppGCIbhrh8TV6o,0.485,0.949,0.0423,0.000257,0.399,0.288,0.204
68RO16eZBKH9wfX4zs93lz,0.423,0.301,0.263,0.928,4.89e-06,0.212,0.389
2dNyGWJDXBsy6nqI2AYRkx,0.38,0.916,0.0487,0.0025,0.882,0.242,0.29
6REeeIqHCptiIsfzInGxb5,0.454,0.635,0.0331,0.0103,0.0,0.233,0.0931
2BsqpmOiRP2bMRcOGpkQIT,0.795,0.821,0.0583,0.111,0.00103,0.167,0.529
1qXXsm5HOx6lssCY9Sct2E,0.435,0.498,0.0356,0.00212,0.00748,0.0827,0.0563
35UUpTmrcFXNIVIN26ujXl,0.793,0.771,0.0959,0.0337,1.51e-06,0.284,0.835
4KJx4IOvCU2isprmXio9Xk,0.612,0.279,0.0386,0.778,0.0,0.121,0.345
2m9u9utG8EItr05vCBKbYy,0.634,0.625,0.045,0.743,0.00191,0.213,0.834
6hOozkc5SaHQjXc2dA853j,0.514,0.841,0.903,0.823,0.0,0.915,0.162
6QLKiicKZXwzaCtUWS1SI3,0.625,0.399,0.0288,0.423,0.0,0.412,0.388
6K8y9WcUbgv0j7RGceHvym,0.777,0.598,0.0412,0.023,0.89,0.106,0.684
4aklsaE3ZpvAae04DhJeuL,0.84,0.804,0.0554,0.0957,9.34e-06,0.0567,0.907
7JO9xpBP2uwgMMINJkc43y,0.42,0.371,0.315,0.873,0.0,0.294,0.882
0pSR6tbl5cw9qcUQsyjJAZ,0.612,0.679,0.0265,0.547,1.39e-05,0.915,0.333
4OvmpueFGgjSLvqRu6vLhD,0.701,0.82,0.0246,0.333,0.0,0.25,0.664
3tHSbUX7tg5uSjjl5PcmKp,0.52,0.96,0.138,0.0201,6.3e-05,0.929,0.664
1gAj0rxRU8QK49emO77sjF,0.601,0.45,0.0254,0.589,0.000115,0.0965,0.308
6Act1lqlfK5rTU2z9czzYS,0.255,0.798,0.0846,6.38e-06,0.00596,0.374,0.504
2MzzhQsGnxHr2IL5gjVYql,0.705,0.92,0.0599,0.015,0.868,0.0293,0.476
5r5b5vgSbobmUSAELrrUcj,0.329,0.945,0.0891,0.0628,0.0293,0.322,0.0384
7bbfZUVKAjhczPC4cfbrVg,0.196,0.933,0.0676,0.00076,0.000123,0.114,0.722
0ystGIV4kUJf6GIhgc6b6N,0.497,0.474,0.073,0.541,0.0,0.0942,0.945
3ap5ws3qik9DW2gLSeHijo,0.724,0.737,0.057,0.00721,0.12,0.104,0.814
1IgSyV2PWkJNCFCLYHZdOw,0.439,0.13,0.0309,0.744,0.00114,0.182,0.271
6XEIjrIXmdYF45Kk04ltRO,0.407,0.964,0.148,7.51e-05,0.00335,0.239,0.175
2NDAE4SuAs9GJnaLnLfMm7,0.73,0.356,0.0509,0.741,0.908,0.383,0.266
5ZgPxcvdvKi9AUkUJoOoXQ,0.528,0.545,0.275,0.337,0.932,0.182,0.394
1zdFdv8nTcxq0b6XSk1mRh,0.414,0.265,0.0552,0.987,0.0161,0.296,0.77
4sDtOypFLuQGujmcic6aUv,0.897,0.525,0.347,0.392,0.0,0.086,0.663
2Iivr4Fw5UsADw9HKbqhk4,0.337,0.482,0.0302,0.308,0.0,0.558,0.194
7uD9Nam4bGdN5sBIuhrZst,0.297,0.85,0.0512,7.96e-05,0.024,0.168,0.964
5NvnwpxWNjmlzIwXbFYeAk,0.767,0.577,0.0835,0.132,0.0,0.108,0.435
6npM2gc4Q2iYXSs3wD55ET,0.629,0.916,0.0579,0.0504,0.0,0.111,0.499
28KZi1eSVSc8Gnosc7Uodd,0.48,0.742,0.925,0.876,0.0,0.905,0.0565
2f1qwaFOHWm7JSkyl1iMih,0.729,0.706,0.0329,0.467,0.0,0.0788,0.948
6t7WriKgVszATnrdBKSUAf,0.685,0.713,0.266,0.179,0.0,0.377,0.301
0gYtOWw5ZTFmIJStl8AOyB,0.598,0.905,0.103,0.608,0.0,0.489,0.736
753DZsGGXlasRCp48FmOhH,0.817,0.732,0.068,0.0254,0.806,0.811,0.963
2bNeq7dW6z9umgGfHGLdcL,0.3,0.0902,0.0392,0.981,0.958,0.395,0.0842
3MYWnEe8DzOh0pF3Y6mcsX,0.516,0.87,0.0419,0.163,1.08e-06,0.303,0.807
5Gv6kUJV6yukwNfK8XikRp,0.767,0.94,0.0713,0.0607,0.00755,0.379,0.675
47etYUs12o0yYHd2bQ7Hel,0.586,0.559,0.05,0.639,0.0,0.0872,0.437
5sGNYiDH1SiTl5V2eitR5Y,0.617,0.976,0.32,0.289,9.74e-06,0.645,0.304
5ZphONN5x6VG5gRTSQyoPu,0.276,0.78,0.0965,0.0283,0.0705,0.294,0.326
6QyPaNokkzKzIsiTt6CTDV,0.702,0.592,0.0259,0.294,0.0,0.12,0.413
78u7yfGcPwTcyijAYfE463,0.601,0.85,0.957,0.93,0.0,0.703,0.27
0SjveEILP1oTznahQcOJj5,0.229,0.98,0.071,0.00118,5.06e-06,0.511,0.327
73OIUNKRi2y24Cu9cOLrzM,0.389,0.563,0.0622,0.65,0.903,0.104,0.134
0ZFq3raMFdXllZJoTbBRnQ,0.586,0.115,0.0563,0.836,0.926,0.11,0.885
21MyyiD4dBQuSzRzja2Uxf,0.58,0.89,0.0444,0.577,0.0,0.406,0.778
5Pd7suZX0i2HTHnhJSf5eG,0.342,0.707,0.043,0.188,0.369,0.149,0.0552
4QKgq7twx3wHL3fS73WKHo,0.736,0.883,0.0413,0.00683,0.901,0.0679,0.0527
4fpdKDIpr8YVg89VRlLL2r,0.315,0.956,0.173,0.00784,5.03e-06,0.616,0.137
4Y2glvLjQGOb4dXnwm1hQf,0.42,0.969,0.0581,2.84e-05,0.00861,0.379,0.182
0sr2pcHb3tnWqIgZU1Urj6,0.332,0.429,0.0287,0.356,3.1e-05,0.0619,0.242
5pfCT1UcILp1HtgzS7EPpE,0.748,0.98,0.0611,0.374,0.0546,0.087,0.887
50cWa8bLettaUDKYSampVv,0.468,0.3,0.058,0.222,0.0,0.747,0.503
373oWlgKEPssyAnELcAe8a,0.479,0.369,0.0432,0.75,1.38e-06,0.344,0.486
3ExNcJ7LkInTekJg13FQSq,0.46,0.951,0.108,0.00285,0.833,0.0523,0.336
4j6qfCtWcSVUls9zmWHuNI,0.658,0.549,0.0494,0.0909,0.911,0.175,0.347
7LHzKDiYRYPN8ljkAsG5CK,0.656,0.852,0.0359,0.397,5.34e-05,0.0834,0.802
5a2hIQWInPjqkkFiUEgxoX,0.322,0.932,0.163,8.57e-05,0.817,0.0969,0.376
7DNpkhHwYqLpegThVQxwUB,0.699,0.578,0.0333,0.00906,0.929,0.117,0.555
03o154Lj0RmJSVCEuK2QkM,0.825,0.724,0.0826,0.302,0.0,0.0523,0.848
0KTja597ZMQUsQuUljoCX4,0.882,0.384,0.386,0.173,0.0,0.0747,0.437
5SJ7wxV5pDvhxs4xjgb2cW,0.693,0.191,0.115,0.789,0.342,0.102,0.784
6naCXLqx0qvSnYWkrbioFm,0.656,0.722,0.0332,0.00108,0.796,0.0658,0.4
79rCZ7KrkgpT2k6wXVjxiL,0.462,0.905,0.0438,0.00066,0.0402,0.0839,0.253
2IyIEStt9KF9bNYpBgnXoh,0.465,0.994,0.243,0.0326,0.0,0.423,0.242
6g9ENxOLPGi05X4O44mKDm,0.709,0.22,0.0557,0.855,0.000847,0.0819,0.546
1WzAeadSKJhqykZFbJNmQv,0.744,0.637,0.0241,0.337,0.000222,0.0696,0.785
1mMYaXpT65iZDtvfRA9EkE,0.838,0.381,0.0351,0.00912,0.0988,0.0364,0.95
161KlKBv120k9vQG7jKIsa,0.36,0.355,0.0289,0.941,0.427,0.28,0.224
6berakBlPPFmyQFH5U7A9T,0.72,0.586,0.458,0.467,0.0,0.176,0.662
2Q8shwnXtQFtLhgLMwGHiI,0.754,0.796,0.0347,0.142,1.19e-06,0.213,0.717
3mpF3RIt6EfMnQPuFqcTwI,0.615,0.344,0.0813,0.91,0.848,0.25,0.179
3eEUS9f0kxkN4khAPjPoRy,0.136,0.934,0.0954,1.32e-06,0.76,0.232,0.127
0JlmgfqhxzdRDsqnc6CUBK,0.484,0.622,0.0411,0.46,0.0,0.242,0.244
0vf2eBw2inhl8y61cYQMv2,0.576,0.759,0.0599,0.12,0.0,0.121,0.501
0hKRSZhUGEhKU6aNSPBACZ,0.364,0.457,0.0675,0.29,0.000106,0.922,0.175
2aFaohjL80TFYORXqlXzjb,0.779,0.138,0.0632,0.827,0.0,0.104,0.424
5p6me2mwQrGfH30eExHn6v,0.457,0.219,0.0385,0.545,0.00098,0.0681,0.62
06PwA8LlDEmffZF1foX66r,0.624,0.956,0.0917,0.0277,0.0,0.52,0.698
5JYT9U8oafWV5JtTa7hG09,0.768,0.331,0.0292,0.576,0.0,0.216,0.663
7aIEY85BK4Y9LQwT0MXz2V,0.609,0.801,0.0694,0.0246,0.00255,0.37,0.202
61bUwAYTGluUHZhhlUCA9f,0.702,0.828,0.0312,0.0163,7.61e-06,0.0732,0.862
286e3fdJbK8fGWPGSnvUbe,0.541,0.58,0.189,0.285,0.0,0.105,0.228
1FvDJ9KGxcqwv1utyPL3JZ,0.611,0.846,0.0436,0.00509,0.0,0.0784,0.751
1vluzA85xb4nFv2a6xHcfa,0.788,0.832,0.0423,0.119,1.63e-06,0.0857,0.965
1vcefBk2EG8Vbfa16dJCZq,0.654,0.912,0.0377,0.0242,0.000629,0.0672,0.751
78WVLOP9pN0G3gRLFy1rAa,0.334,0.477,0.0276,0.618,4.17e-06,0.312,0.405
49mdBU2g01KDLPhsbadqgo,0.719,0.557,0.049,0.0332,0.883,0.106,0.252
11C22pEpoh1voyOsZ1SdkX,0.586,0.906,0.0564,0.000837,0.019,0.0958,0.748
4BMDC0gqzRyIDQ6vWBUNSf,0.548,0.475,0.0609,0.82,0.0,0.133,0.513
2uuMXKKmdXrY2XxsqTsGp0,0.567,0.931,0.0544,0.0119,0.159,0.342,0.623
1qrAgbcxQpeaDv4ptgjl9e,0.722,0.673,0.154,0.492,0.0,0.114,0.919
2Fc4CqCia3MvJeWULkzW9o,0.63,0.225,0.0897,0.902,0.9,0.117,0.268
1ETZhP9orTkDclKEyt0xqm,0.7,0.756,0.0575,0.00182,0.711,0.0575,0.944
7oMr1IBlYwnb1jZh6of8kN,0.575,0.535,0.331,0.121,0.0,0.122,0.713
7sRopusalkGxvrm8wqkKDD,0.0644,0.305,0.213,0.00295,0.0,0.419,0.014
5F6BHu75x6cSFQcWox5fxK,0.493,0.34,0.13,0.961,1.89e-05,0.0925,0.398
6OQlLaIWcNRAhoZU1BSLhU,0.862,0.925,0.183,0.0027,0.642,0.0931,0.5
0HaeGQdShN9VUjakBQfrp6,0.735,0.864,0.0742,0.00434,0.598,0.765,0.851
55mJleti2WfWEFNFcBduhc,0.567,0.714,0.0302,0.0012,0.417,0.186,0.191
0He5PQBBA10GH88c73vqkQ,0.747,0.76,0.0312,0.775,4.67e-06,0.0873,0.725
3uMmllZo1AfoEnVT4ENCD3,0.307,0.909,0.0574,0.135,0.0336,0.125,0.443
1GCxIjVR5mYOXU0lpY7YZw,0.862,0.79,0.0672,0.0418,0.00615,0.0746,0.587
5u1SiuTh4F3cBBgi6DOCQf,0.34,0.994,0.149,0.00105,0.0,0.501,0.3
1QQdfpRxHUBymcEBSZyqqh,0.454,0.462,0.587,0.0227,0.00173,0.0958,0.903
6BYwpPENh1oU0hTMjHa72g,0.513,0.647,0.0287,0.535,0.0,0.0832,0.287
7cpCGXoItO3OGKyIQXAmBA,0.475,0.864,0.0428,5.75e-06,0.00075,0.0861,0.645
7xgx60Vd1M8dSCbrmW1u2x,0.529,0.626,0.151,0.354,0.0,0.687,0.754
0jJqIi0uMG8IhGlLx7U85J,0.602,0.404,0.0272,0.31,0.0,0.14,0.243
64MgjDp6ijaLvS3T83JHX9,0.352,0.157,0.0337,0.771,0.0,0.108,0.571
6MSKVdRyRt2BeKFd7N4QKq,0.568,0.402,0.0448,0.787,0.000188,0.103,0.397
0KssXd0eRu50VRoAukreZL,0.639,0.61,0.0446,0.481,0.0,0.203,0.812
4h5X8Gsqd1PjQKgSUjbwHh,0.622,0.819,0.0524,0.352,0.0,0.144,0.627
4rHl8WmYkjwvkujjjc1cBi,0.447,0.351,0.0513,0.555,0.127,0.698,0.207
3mVpbUvLXvzPH2zL0p7Q2U,0.681,0.738,0.287,0.225,0.0,0.532,0.624
54o7m2sWPTagySKiaPPpT2,0.404,0.676,0.0354,0.0274,0.0,0.352,0.163
0uQDZlrvOS4ZuKhJulZUdO,0.746,0.642,0.0413,0.000962,0.0043,0.0508,0.819
2NrSTMKBB6X4cMk7AUmpLA,0.653,0.595,0.0255,0.686,0.0,0.867,0.307
3vBJYnujT3yxLjLEG1jtDS,0.542,0.799,0.0414,0.0682,0.932,0.461,0.116
6umBxaxgV2q52o3Q8wH2Ma,0.286,0.378,0.0382,0.803,0.000518,0.107,0.113
3Zwu2K0Qa5sT6teCCHPShP,0.459,0.891,0.0623,0.00511,0.0,0.106,0.588
1fmdXvBzNSe3LvbcR4RiZs,0.573,0.831,0.152,0.452,2.05e-06,0.984,0.732
6k3XXCE1ZzwevQlxf8dNaw,0.688,0.701,0.0298,0.06,0.0301,0.271,0.385
3RdTRLulAJKR5An8vgfUig,0.788,0.887,0.0548,0.449,0.896,0.11,0.405
4m0Dmp2B408Fsixay5fciV,0.789,0.246,0.227,0.0324,1.52e-05,0.0939,0.508
3lSOZb5rruEnFbe9xWELF6,0.348,0.169,0.0413,0.959,0.889,0.1,0.107
2pfvK4mEji3KYxoJqEwzDV,0.876,0.673,0.139,0.0524,0.00571,0.0813,0.462
3TxT6HozPL7b4ZBfEVs60L,0.494,0.644,0.905,0.704,0.0,0.781,0.866
